"Month","DayOfTheMonth","DayOfTheYear","DayOfTheWeek","Hour","Minute","OverallLoad1","OverallLoad2","OverallLoad3","OverallLoad4","OverallLoad5","OverallLoad6","OverallLoad7","OverallLoad8","OverallLoad9","OverallLoad10","OverallLoad11","OverallLoad12","AirLoad1","AirLoad2","AirLoad3","AirLoad4","AirLoad5","AirLoad6","AirLoad7","AirLoad8","AirLoad9","AirLoad10","AirLoad11","AirLoad12","isHollidays","Forecast"
2,25,56,7,3,30,0.1,0.1,0.1,0.1,0.1,0.1,0.09,0.1,0.1,0.1,0.1,0.09,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.01,0.01,0,0.1
11,5,310,2,6,15,0.12,0.06,0.1,0.1,0.11,0.1,0.12,0.1,0.1,0.1,0.1,0.11,0.01,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0,0.08
7,17,199,3,12,45,0,0,0,0,2.49,0,1.15,1.07,2.15,1.03,1.82,0.78,0,0,0,0,1.71,0,0.84,0.8,1.65,0.78,1.33,0.53,0,2.2
3,20,80,3,10,0,0.12,0.11,0.11,0.14,0.14,0.16,0.33,0.31,0.29,0.3,0.29,0.33,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.01,0.01,0.01,0,0.53
8,2,215,5,7,30,0.57,0.53,0.55,0.53,0.49,2.16,1.61,1.33,1.25,1.22,0.85,1.52,0.01,0.01,0.01,0.01,0.01,1.72,1.21,1.11,1.08,0.99,0.7,1.3,1,1.14
8,11,224,7,6,30,0.1,0.11,0.11,0.11,0.1,0.07,0.1,0.12,0.11,0.09,0.11,0.1,0.01,0,0.01,0.01,0.01,0.01,0.01,0.01,0,0.01,0.01,0.01,1,0.12
8,7,220,3,6,15,0.1,0.12,0.17,0.52,0.44,0.67,0.7,0.79,0.55,0.42,0.37,0.32,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.01,0.01,0.01,1,0.31
7,31,213,3,8,0,0.56,0.58,0.4,1.79,1.93,1.54,1.09,1.13,1.56,1.24,1.23,1.66,0.01,0.01,0.01,1.62,1.75,1.36,0.89,0.95,1.37,1.01,1.02,1.44,0,1.3
10,20,294,7,0,15,0.1,0.11,0.11,0.1,0.13,0.11,0.11,0.1,0.1,0.12,0.08,0.11,0.01,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.01,0.01,0,0.11
8,28,241,3,1,0,0.12,0.13,0.09,0.11,0.12,0.11,0.14,0.11,0.12,0.11,0.09,0.13,0,0.01,0.01,0.01,0.01,0.01,0,0.01,0.01,0.01,0.01,0.01,1,0.12
11,28,333,4,11,45,0.35,0.31,0.4,0.4,0.4,0.42,0.43,0.45,0.3,0.46,0.44,0.39,0.01,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.01,0.01,0,0.51
8,5,218,1,6,45,0.09,0.12,0.11,0.1,0.1,0.1,0.11,0.12,0.06,0.11,0.09,0.11,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.01,0.01,0.01,1,0.12
1,6,6,1,12,0,0.1,0.11,0.12,0.1,0.11,0.1,0.07,0.11,0.12,0.11,0.11,0.11,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.01,0,0.11
4,3,94,3,1,30,0.09,0.11,0.1,0.1,0.09,0.11,0.1,0.1,0.06,0.1,0.1,0.1,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.01,0.01,0.01,0,0.1
4,12,103,5,18,0,0.58,0.54,0.51,0.49,0.48,0.4,0.39,0.21,0.12,0.15,0.11,0.11,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.11
5,20,141,1,19,45,0.1,0.12,0.1,0.1,0.09,0.12,0.1,0.1,0.1,0.12,0.09,0.11,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0,0.09
10,1,275,2,13,45,0.25,0.37,0.28,0.23,0.27,0.35,0.57,0.53,0.42,0.24,0.27,0.25,0.01,0.01,0,0.01,0.01,0.01,0,0.01,0.01,0.01,0.01,0.01,0,0.28
1,28,28,2,5,15,0.13,0.12,0.08,0.08,0.13,0.13,0.14,0.12,0.13,0.12,0.13,0.13,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.01,0,0.14
5,1,122,3,23,15,0.09,0.1,0.11,0.1,0.1,0.11,0.1,0.11,0.09,0.12,0.09,0.1,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,1,0.09
11,23,328,6,1,45,0.11,0.06,0.11,0.1,0.11,0.11,0.11,0.1,0.09,0.11,0.1,0.12,0.01,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.09
2,3,34,6,16,30,0.32,0.33,0.29,0.31,0.29,0.29,0.28,0.32,0.29,0.29,0.33,0.42,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.01,0.01,0,0.39
7,11,193,4,23,0,0.06,0.15,0.06,0.14,0.06,0.15,0.07,0.14,0.06,0.14,0.08,0.13,0.01,0.01,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.02,0,0.06
5,6,127,1,17,0,0.09,0.11,0.09,0.1,0.09,0.12,0.09,0.1,0.09,0.12,0.09,0.1,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.01,0,0.09
4,26,117,5,23,15,0.1,0.07,0.09,0.11,0.11,0.1,0.1,0.1,0.11,0.1,0.1,0.1,0.01,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.11
9,15,259,7,1,30,0.11,0.1,0.12,0.1,0.1,0.1,0.12,0.09,0.11,0.1,0.07,0.11,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.01,0.01,0,0.11
12,1,336,7,13,30,0.1,0.11,0.1,0.11,0.12,0.13,0.11,0.11,0.08,0.11,0.1,0.11,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.01,0.01,0.01,0,0.13
9,30,274,1,14,0,0.1,0.11,0.11,0.13,0.11,0.11,0.11,0.1,0.09,0.1,0.11,0.1,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.01,0.01,0.01,0.01,0,0.1
2,23,54,5,22,45,0.1,0.1,0.11,0.09,0.1,0.09,0.12,0.09,0.1,0.09,0.11,0.1,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.09
2,6,37,2,14,30,0.43,0.41,0.53,0.17,0.24,0.3,0.31,0.33,0.32,0.31,0.31,0.29,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0,0.3
2,19,50,1,3,45,0.09,0.1,0.1,0.1,0.09,0.1,0.11,0.09,0.1,0.09,0.1,0.1,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.01,0.01,0.01,0,0.1
4,8,99,1,10,15,0.11,0.1,0.1,0.07,0.11,0.11,0.1,0.1,0.12,0.1,0.1,0.11,0.01,0.01,0.01,0.01,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.11
12,30,365,1,1,15,0.11,0.1,0.13,0.11,0.06,0.11,0.11,0.1,0.12,0.11,0.1,0.1,0.01,0.01,0.01,0.01,0.01,0.01,0,0.01,0.01,0.01,0.01,0.01,0,0.11
1,30,30,2,3,45,0.1,0.09,0.1,0.1,0.1,0.09,0.09,0.1,0.11,0.09,0.07,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1
6,25,177,2,17,0,0.92,1.78,0.84,1.76,0.84,1.68,0.84,1.04,0.08,0.07,0.16,0.07,0.77,1.5,0.7,1.3,0.64,1.26,0.64,0.61,0,0,0.01,0.01,0,0.15
7,31,213,3,21,45,0.1,0.1,0.11,0.11,0.11,0.1,0.1,0.11,0.12,0.11,0.07,0.11,0,0.01,0.01,0.01,0.01,0.01,0,0.01,0.01,0.01,0.01,0,0,0.1
8,24,237,6,22,0,0.1,0.11,0.09,0.08,0.11,0.1,0.1,0.11,0.12,0.11,0.1,0.08,0.01,0,0.01,0.01,0.01,0.01,0,0.01,0.01,0.01,0.01,0,1,0.1
10,19,293,6,21,45,0.11,0.11,0.1,0.11,0.12,0.1,0.1,0.11,0.11,0.09,0.1,0.11,0.01,0.01,0.01,0.01,0.01,0,0.01,0.01,0.01,0.01,0.01,0,0,0.11
2,11,42,7,15,45,0.11,0.11,0.11,0.11,0.1,0.12,0.11,0.1,0.11,0.11,0.12,0.1,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.11
3,1,61,5,16,0,0.4,0.42,0.42,0.43,0.42,0.53,0.46,0.42,0.46,0.43,0.43,0.42,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0,0.42
10,26,300,6,0,0,0.11,0.11,0.13,0.1,0.07,0.11,0.1,0.13,0.1,0.11,0.09,0.11,0.01,0.01,0.01,0.01,0.01,0,0.01,0.01,0.01,0.01,0.01,0.01,0,0.11
5,6,127,1,12,0,0.09,0.1,0.1,0.1,0.1,0.09,0.11,0.1,0.09,0.1,0.11,0.1,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.01,0.01,0.01,0.01,0,0.09
12,4,339,3,11,30,0.36,0.42,0.43,0.38,0.39,0.27,0.39,0.41,0.39,0.41,0.41,0.43,0.01,0.01,0.01,0.01,0.01,0,0.01,0.01,0.01,0.01,0.01,0.01,0,0.43
4,22,113,1,15,30,0.09,0.1,0.11,0.09,0.1,0.09,0.11,0.1,0.1,0.09,0.1,0.1,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0,0.1
1,5,5,7,17,15,0.11,0.07,0.1,0.1,0.12,0.11,0.11,0.1,0.1,0.11,0.12,0.08,0.01,0.01,0.01,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.11
11,2,307,6,12,0,0.1,0.1,0.12,0.07,0.1,0.1,0.1,0.1,0.12,0.1,0.11,0.11,0.01,0.01,0.01,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.1
6,22,174,6,1,30,0.13,0.08,0.13,0.06,0.14,0.07,0.14,0.06,0.14,0.07,0.13,0.06,0.01,0.01,0.01,0.01,0.01,0,0.02,0,0.01,0.01,0.01,0.01,0,0.15
12,13,348,5,8,0,0.48,0.55,0.51,0.65,0.78,0.51,0.51,0.25,0.11,0.19,0.26,0.35,0.01,0.01,0.01,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.42
6,30,182,7,13,15,0.09,0.12,0.07,0.13,0.07,0.14,0.07,0.13,0.06,0.15,0.07,0.14,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.02,0,0.01,0,0.06
7,8,190,1,5,0,0.15,0.07,0.13,0.07,0.14,0.08,0.13,0.07,0.13,0.07,0.16,0.06,0.01,0,0.02,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0,0.14
9,25,269,3,11,30,2.4,2.39,1.97,2.04,2.07,1.94,1.64,1.13,1.71,1.73,1.98,1.34,1.8,1.85,1.56,1.64,1.79,1.68,1.36,0.84,1.43,1.32,1.59,1.15,0,1.41
2,22,53,4,19,15,0.48,0.78,0.86,0.85,0.73,0.71,0.46,0.37,0.19,0.15,0.09,0.12,0.01,0.01,0.01,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.09
1,17,17,5,3,0,0.11,0.12,0.1,0.13,0.08,0.12,0.1,0.12,0.11,0.12,0.12,0.11,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.01,0.01,0.01,0,0.11
3,13,73,3,10,30,0.21,0.25,0.27,0.28,0.33,0.49,0.5,0.41,0.42,0.39,0.4,0.41,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.4
12,15,350,7,2,30,0.11,0.1,0.11,0.1,0.07,0.11,0.12,0.11,0.11,0.1,0.11,0.1,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.01,0,0.13
10,30,304,3,4,0,0.11,0.11,0.11,0.07,0.1,0.1,0.11,0.11,0.11,0.11,0.09,0.11,0.01,0.01,0.01,0.01,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.1
6,1,153,6,14,15,0.79,0.14,0.13,0.14,0.12,0.84,1.17,1,0.9,1.08,0.89,1.08,0.61,0,0.01,0.01,0.01,0.65,0.93,0.76,0.67,0.82,0.66,0.86,0,0.86
7,18,200,4,20,0,0.26,0.16,0.11,0.11,0.09,0.07,0.11,0.11,0.1,0.1,0.1,0.12,0.12,0,0.01,0.01,0.01,0.01,0.01,0.01,0,0.01,0.01,0.01,0,0.1
12,6,341,5,23,30,0.1,0.11,0.11,0.07,0.03,0,0,0,0,0,0,0,0.01,0.01,0.01,0.01,0,0,0,0,0,0,0,0,0,0
12,6,341,5,17,15,0.1,0.1,0.07,0.12,0.11,0.1,0.1,0.1,0.1,0.12,0.11,0.11,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.01,0.01,0,0.11
9,28,272,6,5,45,0.1,0.11,0.1,0.12,0.08,0.1,0.11,0.1,0.11,0.13,0.1,0.18,0.01,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.01,0.01,0,0.18
6,14,166,5,3,30,0.1,0.1,0.09,0.12,0.1,0.1,0.1,0.1,0.11,0.1,0.1,0.1,0.01,0.01,0.01,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.15
12,8,343,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,27,179,4,9,0,0.07,0.14,0.07,0.15,0.09,1.61,1.26,0,1.2,0,1.02,0,0.01,0.01,0.01,0.01,0.01,1.38,1.12,1.71,1.02,1.85,0.74,1.87,0,0.86
4,5,96,5,22,15,0.1,0.11,0.11,0.1,0.11,0.12,0.1,0.11,0.1,0.13,0.1,0.11,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.01,0.01,0.01,0,0.11
9,26,270,4,18,45,0.34,0.33,0.33,0.23,0.19,0.12,0.07,0.11,0.11,0.14,0.11,0.11,0.01,0.01,0,0.01,0.01,0.01,0,0.01,0.01,0.01,0.01,0.01,0,0.12
12,30,365,1,5,0,0.12,0.1,0.11,0.1,0.11,0.11,0.11,0.11,0.1,0.06,0.11,0.1,0.01,0.01,0.01,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.12
1,7,7,2,11,45,0.5,0.35,0.48,0.37,0.54,0.36,0.33,0.35,0.37,0.33,0.34,0.22,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0,0.4
6,28,180,5,3,45,0.15,0.06,0.06,0.15,0.06,0.14,0.07,0.13,0.07,0.14,0.06,0.14,0.01,0.01,0.01,0,0.01,0.01,0.01,0.01,0.01,0.01,0,0.01,0,0.08
5,17,138,5,13,0,0.64,0.67,0.65,0.62,0.37,0.35,0.33,0.33,0.35,0.34,0.37,0.33,0.01,0.01,0.01,0.01,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.36
7,4,186,4,7,15,0.14,0.07,0.12,0.07,0.15,0.07,0.13,0.07,0.16,0.09,0.13,0.09,0.01,0.01,0.01,0.01,0.01,0,0.02,0,0.01,0.01,0.01,0.01,0,0.2
4,7,98,7,19,15,0.11,0.1,0.12,0.1,0.1,0.11,0.11,0.07,0.1,0.11,0.11,0.11,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.01,0.01,0.01,0.01,0,0.1
8,25,238,7,21,45,0.07,0.1,0.12,0.11,0.11,0.1,0.11,0.11,0.09,0.1,0.11,0.1,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.01,0.01,0.01,1,0.13
7,24,206,3,19,45,0.84,0.11,0.11,0.12,0.12,0.13,0.11,0.08,0.11,0.12,0.13,0.13,0.63,0.01,0,0.01,0.01,0.01,0.01,0,0.01,0.01,0.01,0,0,0.1
1,21,21,2,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,18,323,1,9,15,0.11,0.09,0.1,0.1,0.09,0.1,0.1,0.1,0.1,0.1,0.12,0.1,0.01,0.01,0.01,0.01,0.01,0.01,0,0.01,0.01,0.01,0.01,0.01,0,0.1
1,9,9,4,0,0,0.12,0.13,0.12,0.12,0.12,0.11,0.09,0.13,0.12,0.11,0.12,0.11,0.01,0.01,0.01,0.01,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.12
10,25,299,5,15,15,0.58,0.63,0.62,0.59,0.42,0.61,0.57,0.58,1.9,1.75,1.39,1.47,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1.33,1.19,0.83,0.95,0,1.47
11,23,328,6,6,45,0.1,0.1,0.1,0.11,0.12,0.09,0.07,0.1,0.1,0.1,0.11,0.11,0.01,0.01,0.01,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.19
1,8,8,3,7,45,0.39,0.52,0.85,0.83,0.87,0.85,0.61,0.64,0.33,0.12,0.24,0.09,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0,0.34
10,12,286,6,6,0,0.11,0.06,0.11,0.1,0.12,0.1,0.11,0.1,0.1,0.11,0.12,0.1,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.01,0.01,0.01,1,0.1
3,18,78,1,6,45,0.12,0.11,0.12,0.11,0.11,0.12,0.11,0.11,0.11,0.13,0.11,0.11,0.01,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0,0.11
11,25,330,1,22,30,0.12,0.1,0.1,0.1,0.1,0.12,0.11,0.1,0.07,0.1,0.11,0.13,0.01,0.01,0.01,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.1
10,26,300,6,20,0,0.11,0.11,0.12,0.08,0.11,0.1,0.11,0.11,0.12,0.12,0.1,0.1,0.01,0.01,0.01,0.01,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.1
3,11,71,1,14,45,0.1,0.11,0.1,0.12,0.1,0.1,0.11,0.11,0.1,0.11,0.07,0.12,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.01,0,0.1
6,9,161,7,11,0,0.09,0.1,0.1,0.1,0.09,0.1,0.11,0.1,0.09,0.1,0.11,0.1,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.01,0.01,0.01,0,0.09
11,2,307,6,13,15,0.1,0.1,0.1,0.12,0.1,0.11,0.11,0.1,0.13,0.07,0.1,0.11,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.01,0.01,0,0.1
10,16,290,3,22,30,0.1,0.1,0.11,0.1,0.13,0.12,0.1,0.11,0.07,0.13,0.11,0.11,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.01,0.01,0.01,0,0.12
11,6,311,3,9,45,0.26,0.17,0.19,0.18,0.21,0.21,0.32,0.3,0.33,0.32,0.5,0.46,0.01,0.01,0.01,0.01,0.01,0,0.01,0.01,0.01,0.01,0.01,0.01,0,0.45
11,18,323,1,0,30,0.1,0.1,0.1,0.11,0.13,0.1,0.11,0.07,0.1,0.1,0.13,0.1,0.01,0.01,0.01,0.01,0.01,0,0.01,0.01,0.01,0.01,0.01,0.01,0,0.1
9,27,271,5,14,45,0.27,0.28,0.38,0.44,0.39,0.4,0.19,0.4,0.44,0.45,0.47,0.45,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.01,0.01,0.01,0,0.41
12,29,364,7,21,30,0.12,0.1,0.12,0.1,0.11,0.12,0.1,0.11,0.1,0.07,0.11,0.12,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.01,0.01,0,0.11
4,12,103,5,1,45,0.12,0.11,0.1,0.12,0.11,0.11,0.11,0.1,0.13,0.1,0.11,0.11,0.01,0.01,0.01,0.01,0.01,0.01,0,0.01,0.01,0.01,0.01,0.01,0,0.11
4,13,104,6,1,30,0.12,0.1,0.12,0.1,0.13,0.1,0.07,0.11,0.12,0.11,0.11,0.1,0.01,0.01,0.01,0.01,0.01,0.01,0,0.01,0.01,0.01,0.01,0.01,0,0.13
3,2,62,6,7,0,0.1,0.11,0.11,0.11,0.1,0.11,0.1,0.11,0.1,0.1,0.12,0.1,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.1
2,3,34,6,2,45,0.11,0.11,0.11,0.12,0.12,0.11,0.11,0.12,0.12,0.12,0.1,0.11,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.11
4,17,108,3,3,0,0.09,0.1,0.11,0.1,0.06,0.1,0.1,0.1,0.1,0.1,0.09,0.11,0.01,0.01,0.01,0.01,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.1
1,26,26,7,17,0,0.12,0.13,0.13,0.14,0.13,0.12,0.13,0.13,0.08,0.15,0.12,0.13,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.01,0.01,0.01,0,0.12
6,6,158,4,8,0,0.11,0.11,0.1,0.1,0.11,0.11,0.13,0.21,0.23,0.24,0.24,0.33,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.01,0,0.46
1,4,4,6,6,15,0.1,0.1,0.07,0.11,0.09,0.11,0.12,0.11,0.09,0.11,0.1,0.1,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0,0.07
7,8,190,1,1,15,0.08,0.15,0.07,0.12,0.08,0.14,0.07,0.13,0.07,0.13,0.08,0.14,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.02,0,0.01,0,0.07
1,7,7,2,4,15,0.1,0.07,0.13,0.1,0.1,0.1,0.11,0.1,0.12,0.11,0.1,0.07,0.01,0.01,0.01,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.1
11,22,327,5,18,15,0.56,0.62,0.64,0.61,0.63,0.61,0.37,0.2,0.3,0.28,0.26,0.13,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.01,0.01,0,0.1
12,16,351,1,12,15,0.12,0.11,0.1,0.1,0.11,0.1,0.12,0.11,0.11,0.07,0.11,0.11,0.01,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.12
8,16,229,5,12,45,1.15,1.13,1.37,0.78,1.33,0.98,1.3,1.21,1.08,1.3,0.85,1.28,0.98,0.96,1.2,0.66,1.16,0.79,1.14,1.05,0.91,1.14,0.7,1.12,1,0.74
4,20,111,6,12,15,0.51,0.43,0.42,0.49,0.43,0.44,0.4,0.28,0.26,0.18,0.12,0.1,0.01,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0,0.22
5,7,128,2,4,15,0.09,0.1,0.11,0.1,0.09,0.1,0.11,0.09,0.1,0.1,0.1,0.09,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.01,0.01,0.01,0.01,0,0.1
3,24,84,7,16,30,0.11,0.1,0.09,0.1,0.11,0.1,0.09,0.1,0.11,0.1,0.09,0.1,0.01,0.01,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.11
4,8,99,1,4,0,0.11,0.1,0.1,0.11,0.11,0.11,0.1,0.11,0.11,0.1,0.11,0.1,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.01,0.01,0.01,0,0.12
8,18,231,7,18,30,0.1,0.12,0.12,0.1,0.1,0.1,0.08,0.12,0.1,0.1,0.11,0.11,0.01,0.01,0.01,0.01,0.01,0.01,0,0.01,0.01,0.01,0.01,0.01,1,0.12
6,22,174,6,10,15,0.19,0.08,0.23,0.1,0.22,0.1,0.25,0.12,0.23,0.12,0.24,0.1,0.01,0.01,0.01,0,0.02,0,0.01,0.01,0.01,0.01,0.01,0.01,0,0.23
10,12,286,6,18,30,0.11,0.1,0.12,0.1,0.1,0.11,0.1,0.13,0.1,0.06,0.11,0.11,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.01,0.01,1,0.11
1,25,25,6,6,0,0.12,0.13,0.12,0.14,0.13,0.13,0.12,0.13,0.08,0.12,0.15,0.12,0.01,0.01,0.01,0.01,0.01,0.01,0,0.01,0.01,0.01,0.01,0.01,0,0.13
3,2,62,6,2,0,0.1,0.12,0.1,0.11,0.1,0.12,0.1,0.11,0.1,0.11,0.11,0.1,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.01,0.01,0.01,0.01,0,0.11
1,18,18,6,19,0,0.41,0.36,0.33,0.32,0.29,0.17,0.27,0.26,0.14,0.12,0.13,0.14,0.01,0.01,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.13
11,4,309,1,10,15,0.11,0.07,0.1,0.1,0.1,0.11,0.11,0.1,0.1,0.1,0.1,0.12,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.01,0.01,0,0.07
2,27,58,2,21,45,0.44,0.46,0.44,0.44,0.31,0.45,0.47,0.45,0.39,0.11,0.09,0.1,0.01,0.01,0.01,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.1
1,23,23,4,11,30,0.39,0.29,0.42,0.42,0.39,0.45,0.47,0.48,0.46,0.47,0.47,0.31,0.01,0.01,0.01,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.48
10,2,276,3,1,0,0.11,0.13,0.13,0.11,0.11,0.12,0.07,0.14,0.11,0.11,0.12,0.11,0.01,0.01,0.01,0.01,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.13
8,30,243,5,5,30,0.12,0.11,0.11,0.11,0.08,0.12,0.1,0.11,0.11,0.13,0.1,0.11,0.01,0.01,0,0.01,0.01,0.01,0.01,0.01,0.01,0,0.01,0.01,1,0.07
12,14,349,6,2,45,0.07,0.11,0.11,0.13,0.12,0.11,0.11,0.11,0.11,0.12,0.09,0.11,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.01,0.01,0.01,0.01,0,0.12
8,5,218,1,19,15,0.1,0.11,0.11,0.11,0.1,0.1,0.11,0.11,0.08,0.1,0.1,0.1,0.01,0.01,0.01,0.01,0.01,0.01,0,0.01,0.01,0.01,0.01,0.01,1,0.11
1,27,27,1,5,30,0.13,0.12,0.13,0.14,0.13,0.12,0.13,0.12,0.08,0.13,0.14,0.12,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.01,0.01,0.01,0,0.13
7,24,206,3,18,30,0.92,1.19,0.93,0.86,1.21,0.84,0.11,0.11,0.12,0.12,0.13,0.11,0.69,0.97,0.71,0.66,1.01,0.63,0.01,0,0.01,0.01,0.01,0.01,0,0.08
4,27,118,6,9,15,0.1,0.11,0.12,0.31,0.41,0.4,0.4,0.55,0.55,0.55,0.53,0.52,0.01,0.01,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.54
